seq_number,step_number,small_relevant,small_random,big_random,big_relevant,label
80:13,80:13:5,92,4,7,93,80
80:13,80:13:5,93,0,8,94,80
80:13,80:13:5,94,0,7,92,80
80:13,80:13:5,94,0,7,96,80
80:13,80:13:5,93,6,7,96,80
80:13,80:13:5,94,4,8,95,80
80:13,80:13:6,86,5,8,87,80
80:13,80:13:6,89,3,8,88,80
80:13,80:13:6,89,6,8,93,80
80:13,80:13:6,91,0,8,92,80
80:13,80:13:6,92,3,7,91,80
80:13,80:13:6,93,0,8,93,80
80:13,80:13:6,94,5,7,95,80
80:13,80:13:6,93,0,7,97,80
80:13,80:13:6,95,2,8,98,80
80:13,80:13:6,96,2,8,98,80
80:13,80:13:7,88,2,8,88,80
80:13,80:13:7,89,5,7,91,80
80:13,80:13:7,89,3,8,95,80
80:13,80:13:7,90,3,7,94,80
80:13,80:13:7,93,1,8,94,80
80:13,80:13:7,93,5,8,97,80
80:13,80:13:7,94,6,8,98,80
80:13,80:13:7,94,5,7,94,80
80:13,80:13:7,96,4,7,95,80
80:13,80:13:7,97,3,8,100,80
80:13,80:13:8,88,4,7,93,80
80:13,80:13:8,89,3,7,91,80
80:13,80:13:8,90,3,8,91,80
80:13,80:13:8,93,4,7,97,80
80:13,80:13:8,92,3,8,97,80
80:13,80:13:8,94,6,8,95,80
80:13,80:13:8,97,6,7,98,80
80:13,80:13:8,95,3,8,95,80
80:13,80:13:8,99,1,7,102,80
80:13,80:13:8,97,1,7,102,80
80:13,80:13:9,91,6,8,91,80
80:13,80:13:9,91,3,7,91,80
80:13,80:13:9,94,2,8,93,80
80:13,80:13:9,93,0,7,95,80
80:13,80:13:9,96,3,7,98,80
80:13,80:13:9,96,0,8,97,80
80:13,80:13:9,97,6,7,95,80
80:13,80:13:9,99,2,8,102,80
80:13,80:13:9,99,2,8,103,80
80:13,80:13:9,98,0,8,100,80
80:13,80:13:10,91,1,7,94,80
80:13,80:13:10,94,5,7,93,80
80:13,80:13:10,93,5,7,95,80
80:13,80:13:10,93,2,8,97,80
80:13,80:13:10,97,6,8,97,80
80:13,80:13:10,95,5,7,98,80
80:13,80:13:10,96,5,8,98,80
80:13,80:13:10,99,4,8,102,80
80:13,80:13:10,98,3,8,104,80
80:13,80:13:10,102,4,7,101,80
80:14,80:14:0,80,0,8,83,80
80:14,80:14:0,83,3,7,82,80
80:14,80:14:0,82,0,8,87,80
80:14,80:14:0,84,1,7,89,80
80:14,80:14:0,85,3,8,88,80
80:14,80:14:0,88,5,7,88,80
80:14,80:14:0,88,2,8,88,80
80:14,80:14:0,89,5,7,89,80
80:14,80:14:0,88,5,7,92,80
80:14,80:14:0,92,2,8,92,80
80:14,80:14:1,82,0,8,83,80
80:14,80:14:1,83,2,8,87,80
80:14,80:14:1,85,6,7,89,80
80:14,80:14:1,85,5,8,88,80
80:14,80:14:1,87,2,8,87,80
80:14,80:14:1,89,0,7,86,80
80:14,80:14:1,88,0,7,87,80
80:14,80:14:1,88,4,8,88,80
80:14,80:14:1,89,0,8,92,80
80:14,80:14:1,92,3,8,95,80
80:14,80:14:2,85,2,8,84,80
80:14,80:14:2,86,3,8,83,80
80:14,80:14:2,85,2,7,85,80
80:14,80:14:2,87,5,7,89,80
80:14,80:14:2,87,3,8,91,80
80:14,80:14:2,87,1,8,88,80
80:14,80:14:2,88,5,8,91,80
80:14,80:14:2,92,1,7,89,80
80:14,80:14:2,90,4,7,92,80
80:14,80:14:2,93,2,8,91,80
80:14,80:14:3,86,2,7,88,80
80:14,80:14:3,86,4,8,90,80
80:14,80:14:3,88,5,8,89,80
80:14,80:14:3,88,3,7,91,80
80:14,80:14:3,87,6,7,90,80
80:14,80:14:3,89,6,7,94,80
80:14,80:14:3,89,4,8,90,80
80:14,80:14:3,93,0,7,93,80
80:14,80:14:3,93,3,7,95,80
80:14,80:14:3,95,1,8,93,80
80:14,80:14:4,84,1,7,90,80
80:14,80:14:4,87,4,7,86,80
80:14,80:14:4,87,4,8,91,80
80:14,80:14:4,87,1,8,89,80
80:14,80:14:4,89,1,7,90,80
80:14,80:14:4,91,5,8,95,80
80:14,80:14:4,91,3,7,95,80
80:14,80:14:4,92,5,8,96,80
80:14,80:14:4,92,6,8,97,80
80:14,80:14:4,93,5,8,93,80
80:14,80:14:5,85,3,8,88,80
80:14,80:14:5,89,2,7,88,80
80:14,80:14:5,89,0,8,93,80
80:14,80:14:5,91,1,8,92,80
80:14,80:14:5,89,5,8,91,80
80:14,80:14:5,91,1,8,94,80
80:14,80:14:5,94,2,8,91,80
80:14,80:14:5,92,1,7,93,80
80:14,80:14:5,93,6,8,96,80
80:14,80:14:5,95,0,8,97,80
80:14,80:14:6,89,2,8,87,80
80:14,80:14:6,88,4,8,88,80
80:14,80:14:6,90,0,8,90,80
80:14,80:14:6,89,0,7,92,80
80:14,80:14:6,92,1,8,91,80
80:14,80:14:6,93,1,7,97,80
80:14,80:14:6,92,5,7,98,80
80:14,80:14:6,94,5,8,95,80
80:14,80:14:6,97,4,7,96,80
80:14,80:14:6,98,2,7,95,80
80:14,80:14:7,90,4,7,87,80
80:14,80:14:7,88,6,7,88,80
80:14,80:14:7,90,6,7,91,80
80:14,80:14:7,90,4,7,94,80
80:14,80:14:7,91,3,8,96,80
80:14,80:14:7,94,2,8,98,80
80:14,80:14:7,93,0,8,99,80
80:14,80:14:7,94,2,7,98,80
80:14,80:14:7,95,3,7,97,80
80:14,80:14:7,97,1,8,97,80
80:14,80:14:8,91,1,8,89,80
80:14,80:14:8,90,5,7,93,80
80:14,80:14:8,90,3,7,96,80
80:14,80:14:8,92,5,7,91,80
80:14,80:14:8,94,3,8,97,80
80:14,80:14:8,95,5,7,98,80
80:14,80:14:8,97,3,8,96,80
80:14,80:14:8,98,3,7,96,80
80:14,80:14:8,99,2,8,101,80
80:14,80:14:8,100,6,7,103,80
80:14,80:14:9,89,5,8,94,80
80:14,80:14:9,91,5,7,91,80
80:14,80:14:9,92,1,7,96,80
80:14,80:14:9,93,6,8,92,80
80:14,80:14:9,95,3,7,98,80
80:14,80:14:9,94,5,7,99,80
80:14,80:14:9,98,2,8,99,80
80:14,80:14:9,96,1,8,98,80
80:14,80:14:9,97,6,8,101,80
80:14,80:14:9,101,0,8,98,80
80:15,80:15:0,83,4,8,86,80
80:15,80:15:0,82,6,8,86,80
80:15,80:15:0,83,1,8,84,80
80:15,80:15:0,83,0,8,83,80
80:15,80:15:0,87,3,8,88,80
80:15,80:15:0,88,0,7,85,80
80:15,80:15:0,87,2,8,90,80
80:15,80:15:0,89,2,8,87,80
80:15,80:15:0,91,1,8,90,80
80:15,80:15:0,90,0,8,90,80
80:15,80:15:1,83,1,8,86,80
80:15,80:15:1,84,6,8,88,80
80:15,80:15:1,84,6,7,84,80
80:15,80:15:1,86,0,8,89,80
80:15,80:15:1,87,6,7,91,80
80:15,80:15:1,88,4,8,88,80
80:15,80:15:1,89,3,8,89,80
80:15,80:15:1,90,0,8,93,80
80:15,80:15:1,89,3,7,89,80
80:15,80:15:1,93,3,8,95,80
80:15,80:15:2,83,3,7,88,80
80:15,80:15:2,84,4,7,85,80
80:15,80:15:2,84,6,7,87,80
80:15,80:15:2,86,2,8,88,80
80:15,80:15:2,88,4,8,90,80
80:15,80:15:2,87,0,7,92,80
80:15,80:15:2,88,5,7,89,80
80:15,80:15:2,89,6,8,91,80
80:15,80:15:2,93,3,8,92,80
80:15,80:15:2,94,3,7,96,80
80:15,80:15:3,84,4,7,83,80
80:15,80:15:3,84,2,8,85,80
80:15,80:15:3,85,0,7,86,80
80:15,80:15:3,86,3,7,89,80
80:15,80:15:3,90,5,8,91,80
80:15,80:15:3,88,0,8,91,80
80:15,80:15:3,92,6,8,94,80
80:15,80:15:3,90,2,7,94,80
80:15,80:15:3,93,1,8,93,80
80:15,80:15:3,93,2,7,92,80
80:15,80:15:4,84,3,7,87,80
80:15,80:15:4,87,4,8,88,80
80:15,80:15:4,87,2,8,92,80
80:15,80:15:4,88,3,7,89,80
80:15,80:15:4,88,2,8,94,80
80:15,80:15:4,92,2,8,95,80
80:15,80:15:4,92,2,8,90,80
80:15,80:15:4,91,0,8,94,80
80:15,80:15:4,92,1,8,94,80
80:15,80:15:4,96,6,8,98,80
80:15,80:15:5,86,3,8,87,80
80:15,80:15:5,87,5,7,86,80
80:15,80:15:5,88,3,7,92,80
80:15,80:15:5,90,5,8,88,80
80:15,80:15:5,91,2,7,95,80
80:15,80:15:5,93,0,8,94,80
80:15,80:15:5,94,2,7,91,80
80:15,80:15:5,95,5,7,93,80
80:15,80:15:5,94,4,7,94,80
80:15,80:15:5,94,4,7,95,80
80:15,80:15:6,88,3,8,92,80
80:15,80:15:6,89,1,8,90,80
80:15,80:15:6,88,4,7,88,80
80:15,80:15:6,89,5,8,92,80
80:15,80:15:6,93,5,7,94,80
80:15,80:15:6,94,1,7,95,80
80:15,80:15:6,94,4,8,97,80
80:15,80:15:6,94,1,7,96,80
80:15,80:15:6,95,1,7,95,80
80:15,80:15:6,95,4,8,95,80
80:15,80:15:7,87,0,8,87,80
80:15,80:15:7,88,3,8,94,80
80:15,80:15:7,92,6,7,94,80
80:15,80:15:7,93,2,8,92,80
80:15,80:15:7,91,5,8,93,80
80:15,80:15:7,95,1,7,92,80
80:15,80:15:7,96,4,7,94,80
80:15,80:15:7,95,1,8,95,80
80:15,80:15:7,96,1,7,99,80
80:15,80:15:7,98,2,7,96,80
80:15,80:15:8,89,2,8,94,80
80:15,80:15:8,89,5,7,89,80
80:15,80:15:8,90,3,8,90,80
80:15,80:15:8,92,0,8,93,80
80:15,80:15:8,94,0,8,96,80
80:15,80:15:8,96,1,8,99,80
80:15,80:15:8,97,0,7,96,80
80:15,80:15:8,96,0,7,97,80
80:15,80:15:8,98,6,8,97,80
80:15,80:15:8,97,3,8,101,80
80:16,80:16:0,83,3,8,81,80
80:16,80:16:0,81,2,8,85,80
80:16,80:16:0,84,4,7,85,80
80:16,80:16:0,84,6,8,84,80
80:16,80:16:0,87,0,8,85,80
80:16,80:16:0,87,3,7,90,80
80:16,80:16:0,86,3,8,89,80
80:16,80:16:0,89,5,7,87,80
80:16,80:16:0,91,5,8,88,80
80:16,80:16:0,90,4,8,93,80
80:16,80:16:1,82,5,7,81,80
80:16,80:16:1,85,3,8,87,80
80:16,80:16:1,84,6,8,86,80
80:16,80:16:1,85,6,7,89,80
80:16,80:16:1,88,4,7,85,80
80:16,80:16:1,88,4,8,89,80
80:16,80:16:1,87,1,8,89,80
80:16,80:16:1,89,0,7,89,80
80:16,80:16:1,90,0,8,91,80
80:16,80:16:1,91,1,7,96,80
80:16,80:16:2,83,2,7,88,80
80:16,80:16:2,83,3,8,84,80
80:16,80:16:2,85,3,7,90,80
80:16,80:16:2,88,1,8,90,80
80:16,80:16:2,86,4,7,86,80
80:16,80:16:2,88,0,8,87,80
80:16,80:16:2,89,4,7,93,80
80:16,80:16:2,91,4,8,92,80
80:16,80:16:2,92,4,7,93,80
80:16,80:16:2,94,2,7,94,80
80:16,80:16:3,85,2,7,89,80
80:16,80:16:3,85,5,7,85,80
80:16,80:16:3,87,5,7,87,80
80:16,80:16:3,86,2,7,90,80
80:16,80:16:3,90,2,7,91,80
80:16,80:16:3,91,2,8,90,80
80:16,80:16:3,92,0,8,90,80
80:16,80:16:3,92,3,7,94,80
80:16,80:16:3,94,2,7,91,80
80:16,80:16:3,95,4,8,93,80
80:16,80:16:4,84,0,7,89,80
80:16,80:16:4,85,6,7,90,80
80:16,80:16:4,89,5,8,89,80
80:16,80:16:4,87,3,8,89,80
80:16,80:16:4,91,4,8,89,80
80:16,80:16:4,92,0,8,94,80
80:16,80:16:4,93,1,7,96,80
80:16,80:16:4,94,1,7,94,80
80:16,80:16:4,92,6,7,92,80
80:16,80:16:4,96,6,8,98,80
80:16,80:16:5,86,3,7,87,80
80:16,80:16:5,87,1,7,88,80
80:16,80:16:5,90,4,7,87,80
80:16,80:16:5,89,2,8,94,80
80:16,80:16:5,91,2,7,94,80
80:16,80:16:5,93,4,8,92,80
80:16,80:16:5,92,5,8,93,80
80:16,80:16:5,94,3,7,93,80
80:16,80:16:5,94,4,7,98,80
80:16,80:16:5,97,2,8,100,80
80:16,80:16:6,87,6,8,88,80
80:16,80:16:6,89,3,8,90,80
80:16,80:16:6,89,4,8,91,80
80:16,80:16:6,92,3,7,93,80
80:16,80:16:6,93,5,8,96,80
80:16,80:16:6,93,6,8,94,80
80:16,80:16:6,95,3,7,96,80
80:16,80:16:6,93,6,7,94,80
80:16,80:16:6,94,4,7,96,80
80:16,80:16:6,96,5,8,97,80
80:17,80:17:0,80,0,7,81,80
80:17,80:17:0,81,4,8,85,80
80:17,80:17:0,84,6,7,87,80
80:17,80:17:0,85,6,7,85,80
80:17,80:17:0,86,4,7,86,80
80:17,80:17:0,86,3,8,91,80
80:17,80:17:0,89,4,7,89,80
80:17,80:17:0,87,4,7,93,80
80:17,80:17:0,89,2,7,94,80
80:17,80:17:0,89,3,8,92,80
80:17,80:17:1,82,6,8,85,80
80:17,80:17:1,84,3,8,85,80
80:17,80:17:1,85,1,8,86,80
80:17,80:17:1,86,3,7,87,80
80:17,80:17:1,85,3,8,90,80
80:17,80:17:1,89,4,8,87,80
80:17,80:17:1,88,5,8,93,80
80:17,80:17:1,89,0,7,89,80
80:17,80:17:1,89,2,8,93,80
80:17,80:17:1,92,3,7,94,80
80:17,80:17:2,85,2,8,84,80
80:17,80:17:2,83,2,8,89,80
80:17,80:17:2,85,6,7,84,80
80:17,80:17:2,85,3,7,90,80
80:17,80:17:2,87,0,7,92,80
80:17,80:17:2,89,6,8,87,80
80:17,80:17:2,90,4,8,92,80
80:17,80:17:2,89,1,7,93,80
80:17,80:17:2,92,6,7,92,80
80:17,80:17:2,91,5,7,94,80
80:17,80:17:3,86,4,7,84,80
80:17,80:17:3,86,6,7,88,80
80:17,80:17:3,88,0,7,86,80
80:17,80:17:3,89,2,7,87,80
80:17,80:17:3,90,3,8,91,80
80:17,80:17:3,88,0,8,89,80
80:17,80:17:3,92,1,7,90,80
80:17,80:17:3,92,4,8,93,80
80:17,80:17:3,92,3,8,93,80
80:17,80:17:3,93,1,8,92,80
80:17,80:17:4,87,3,8,84,80
80:17,80:17:4,88,0,8,90,80
80:17,80:17:4,86,4,7,89,80
80:17,80:17:4,87,2,7,88,80
80:17,80:17:4,91,5,7,91,80
80:17,80:17:4,89,1,7,89,80
80:17,80:17:4,90,0,8,93,80
80:17,80:17:4,94,5,8,97,80
80:17,80:17:4,93,0,7,98,80
80:17,80:17:4,94,2,7,97,80
80:17,80:17:5,85,1,7,88,80
80:17,80:17:5,87,6,7,89,80
80:17,80:17:5,90,2,8,90,80
80:17,80:17:5,91,1,8,90,80
80:17,80:17:5,90,5,8,91,80
80:17,80:17:5,93,3,8,95,80
80:17,80:17:5,94,4,7,96,80
80:17,80:17:5,92,4,8,93,80
80:17,80:17:5,95,0,7,97,80
80:17,80:17:5,94,5,7,99,80
80:17,80:17:6,86,1,7,90,80
80:17,80:17:6,90,2,7,93,80
80:17,80:17:6,90,1,7,94,80
80:17,80:17:6,92,5,8,89,80
80:17,80:17:6,92,5,7,94,80
80:17,80:17:6,93,3,8,92,80
80:17,80:17:6,94,1,7,94,80
80:17,80:17:6,94,1,7,94,80
80:17,80:17:6,96,5,7,100,80
80:17,80:17:6,98,5,7,98,80
80:17,80:17:7,87,4,7,92,80
80:17,80:17:7,91,4,7,89,80
80:17,80:17:7,90,5,8,92,80
80:17,80:17:7,90,5,7,92,80
80:17,80:17:7,93,3,8,94,80
80:17,80:17:7,92,3,8,93,80
80:17,80:17:7,96,6,7,95,80
80:17,80:17:7,94,2,7,95,80
80:17,80:17:7,95,2,7,101,80
80:17,80:17:7,99,3,7,101,80
80:17,80:17:8,90,5,8,91,80
80:17,80:17:8,90,3,7,90,80
80:17,80:17:8,91,3,8,94,80
80:17,80:17:8,92,2,7,93,80
80:17,80:17:8,92,2,7,98,80
80:17,80:17:8,94,2,8,99,80
80:17,80:17:8,94,5,7,99,80
80:17,80:17:8,98,0,8,99,80
80:17,80:17:8,98,3,8,100,80
80:17,80:17:8,99,4,8,98,80
80:18,80:18:0,83,2,8,82,80
80:18,80:18:0,82,6,8,84,80
80:18,80:18:0,82,6,7,84,80
80:18,80:18:0,86,0,7,84,80
80:18,80:18:0,87,1,7,86,80
80:18,80:18:0,88,0,8,87,80
80:18,80:18:0,88,3,7,92,80
80:18,80:18:0,89,5,7,91,80
80:18,80:18:0,91,4,7,89,80
80:18,80:18:0,90,1,8,90,80
80:18,80:18:1,82,1,8,83,80
80:18,80:18:1,85,2,7,87,80
80:18,80:18:1,85,1,8,84,80
80:18,80:18:1,84,0,8,86,80
80:18,80:18:1,85,1,7,87,80
80:18,80:18:1,89,5,7,92,80
80:18,80:18:1,90,4,8,92,80
80:18,80:18:1,89,3,7,89,80
80:18,80:18:1,92,3,8,90,80
80:18,80:18:1,90,3,8,94,80
80:18,80:18:2,84,4,7,84,80
80:18,80:18:2,85,0,8,84,80
80:18,80:18:2,87,3,8,84,80
80:18,80:18:2,85,6,7,85,80
80:18,80:18:2,88,6,8,92,80
80:18,80:18:2,90,1,8,87,80
80:18,80:18:2,89,2,8,88,80
80:18,80:18:2,90,6,8,92,80
80:18,80:18:2,90,1,7,96,80
80:18,80:18:2,93,4,8,91,80
80:18,80:18:3,85,4,7,87,80
80:18,80:18:3,86,4,8,86,80
80:18,80:18:3,86,6,8,90,80
80:18,80:18:3,87,6,7,90,80
80:18,80:18:3,89,3,7,88,80
80:18,80:18:3,90,6,8,92,80
80:18,80:18:3,92,3,7,89,80
80:18,80:18:3,91,3,8,95,80
80:18,80:18:3,92,5,8,93,80
80:18,80:18:3,95,4,8,97,80
80:18,80:18:4,84,6,8,89,80
80:18,80:18:4,86,0,7,88,80
80:18,80:18:4,87,3,8,92,80
80:18,80:18:4,87,6,7,88,80
80:18,80:18:4,88,5,7,89,80
80:18,80:18:4,89,2,7,90,80
80:18,80:18:4,91,6,8,93,80
80:18,80:18:4,91,6,7,94,80
80:18,80:18:4,93,2,7,94,80
80:18,80:18:4,96,4,7,93,80
80:18,80:18:5,87,1,7,86,80
80:18,80:18:5,87,6,8,87,80
80:18,80:18:5,89,6,8,93,80
80:18,80:18:5,89,5,8,88,80
80:18,80:18:5,92,6,8,91,80
80:18,80:18:5,93,3,7,95,80
80:18,80:18:5,92,4,7,94,80
80:18,80:18:5,94,3,7,97,80
80:18,80:18:5,95,6,8,99,80
80:18,80:18:5,94,4,7,100,80
80:18,80:18:6,89,6,7,92,80
80:18,80:18:6,88,0,8,91,80
80:18,80:18:6,88,2,7,88,80
80:18,80:18:6,90,5,7,94,80
80:18,80:18:6,92,1,8,95,80
80:18,80:18:6,92,5,7,92,80
80:18,80:18:6,92,5,7,96,80
80:18,80:18:6,96,3,7,96,80
80:18,80:18:6,95,6,7,98,80
80:18,80:18:6,95,4,8,100,80
80:18,80:18:7,90,6,7,93,80
80:18,80:18:7,91,1,8,88,80
80:18,80:18:7,91,1,7,89,80
80:18,80:18:7,93,6,8,92,80
80:18,80:18:7,94,4,7,97,80
80:18,80:18:7,93,4,8,97,80
80:18,80:18:7,95,0,8,98,80
80:18,80:18:7,95,6,8,95,80
80:18,80:18:7,95,4,7,96,80
80:18,80:18:7,97,1,7,99,80
80:19,80:19:0,81,6,8,81,80
80:19,80:19:0,81,1,8,82,80
80:19,80:19:0,83,2,7,84,80
80:19,80:19:0,86,2,8,84,80
80:19,80:19:0,86,4,7,87,80
80:19,80:19:0,85,1,8,89,80
80:19,80:19:0,89,3,7,88,80
80:19,80:19:0,88,3,8,87,80
80:19,80:19:0,90,3,7,93,80
80:19,80:19:0,91,6,8,89,80
80:19,80:19:1,82,5,7,82,80
80:19,80:19:1,85,6,7,82,80
80:19,80:19:1,86,1,8,87,80
80:19,80:19:1,85,2,7,88,80
80:19,80:19:1,85,1,7,85,80
80:19,80:19:1,87,1,8,87,80
80:19,80:19:1,87,5,7,92,80
80:19,80:19:1,88,6,8,94,80
80:19,80:19:1,90,3,7,89,80
80:19,80:19:1,91,5,7,95,80
80:19,80:19:2,85,0,8,85,80
80:19,80:19:2,84,4,8,86,80
80:19,80:19:2,85,0,7,88,80
80:19,80:19:2,86,6,8,85,80
80:19,80:19:2,86,6,7,89,80
80:19,80:19:2,88,6,8,87,80
80:19,80:19:2,89,4,7,92,80
80:19,80:19:2,91,3,8,90,80
80:19,80:19:2,92,3,7,95,80
80:19,80:19:2,94,5,7,91,80
80:19,80:19:3,86,4,8,84,80
80:19,80:19:3,87,4,7,84,80
80:19,80:19:3,85,4,7,88,80
80:19,80:19:3,87,5,7,88,80
80:19,80:19:3,89,4,7,90,80
80:19,80:19:3,89,0,8,92,80
80:19,80:19:3,91,2,7,93,80
80:19,80:19:3,91,0,7,91,80
80:19,80:19:3,92,1,7,96,80
80:19,80:19:3,93,2,8,92,80
80:19,80:19:4,84,5,8,86,80
80:19,80:19:4,86,2,8,87,80
80:19,80:19:4,87,3,7,89,80
80:19,80:19:4,90,1,8,92,80
80:19,80:19:4,91,0,8,91,80
80:19,80:19:4,89,2,8,95,80
80:19,80:19:4,93,0,7,94,80
80:19,80:19:4,92,6,8,94,80
80:19,80:19:4,93,4,8,92,80
80:19,80:19:4,96,4,8,94,80
80:19,80:19:5,85,0,8,90,80
80:19,80:19:5,88,0,8,89,80
80:19,80:19:5,87,0,8,92,80
80:19,80:19:5,91,2,7,94,80
80:19,80:19:5,92,1,8,90,80
80:19,80:19:5,93,1,8,93,80
80:19,80:19:5,94,1,7,96,80
80:19,80:19:5,92,3,7,92,80
80:19,80:19:5,94,6,7,93,80
80:19,80:19:5,95,5,8,100,80
80:19,80:19:6,88,5,8,87,80
80:19,80:19:6,87,6,7,93,80
80:19,80:19:6,89,4,7,93,80
80:19,80:19:6,90,2,7,89,80
80:19,80:19:6,93,0,7,95,80
80:19,80:19:6,94,1,7,94,80
80:19,80:19:6,95,5,8,96,80
80:19,80:19:6,95,1,7,93,80
80:19,80:19:6,97,1,8,99,80
80:19,80:19:6,97,4,8,100,80
80:19,80:19:7,89,2,7,91,80
80:19,80:19:7,88,3,8,92,80
80:19,80:19:7,89,4,7,93,80
80:19,80:19:7,91,6,8,96,80
80:19,80:19:7,92,6,7,93,80
80:19,80:19:7,93,0,7,92,80
80:19,80:19:7,95,5,8,99,80
80:19,80:19:7,97,1,7,95,80
80:19,80:19:7,97,3,8,100,80
80:19,80:19:7,96,5,8,97,80
80:19,80:19:8,91,2,8,93,80
80:19,80:19:8,90,2,8,89,80
80:19,80:19:8,92,1,8,96,80
80:19,80:19:8,92,5,7,94,80
80:19,80:19:8,93,5,7,98,80
80:19,80:19:8,94,6,7,99,80
80:19,80:19:8,97,0,8,94,80
80:19,80:19:8,96,3,7,97,80
80:19,80:19:8,96,5,7,102,80
80:19,80:19:8,98,4,7,99,80
90:0,90:0:0,93,2,8,94,90
90:0,90:0:0,94,2,8,92,90
90:0,90:0:0,93,3,7,97,90
90:0,90:0:0,93,6,7,96,90
90:0,90:0:0,94,4,7,99,90
90:0,90:0:0,96,4,7,96,90
90:0,90:0:0,97,6,8,102,90
90:0,90:0:0,99,5,7,103,90
90:0,90:0:0,101,6,7,98,90
90:0,90:0:0,100,4,8,103,90
90:0,90:0:1,91,6,7,97,90
90:0,90:0:1,94,3,8,95,90
90:0,90:0:1,94,1,8,98,90
90:0,90:0:1,97,4,7,100,90
90:0,90:0:1,97,5,8,96,90
90:0,90:0:1,96,6,7,99,90
90:0,90:0:1,98,6,7,102,90
90:0,90:0:1,101,6,8,102,90
90:0,90:0:1,100,3,8,104,90
90:0,90:0:1,100,4,7,106,90
90:0,90:0:2,94,6,8,95,90
90:0,90:0:2,95,5,8,98,90
90:0,90:0:2,94,1,7,100,90
90:0,90:0:2,96,0,7,97,90
90:0,90:0:2,96,6,7,102,90
90:0,90:0:2,98,4,8,98,90
90:0,90:0:2,99,2,8,104,90
90:0,90:0:2,99,0,7,101,90
90:0,90:0:2,101,4,7,105,90
90:0,90:0:2,103,1,7,105,90
90:0,90:0:3,94,6,8,94,90
90:0,90:0:3,97,4,7,97,90
90:0,90:0:3,97,3,7,99,90
90:0,90:0:3,97,6,8,96,90
90:0,90:0:3,97,5,7,102,90
90:0,90:0:3,98,4,8,103,90
90:0,90:0:3,99,0,8,101,90
90:0,90:0:3,101,0,7,100,90
90:0,90:0:3,103,2,7,102,90
90:0,90:0:3,103,6,8,105,90
90:0,90:0:4,96,3,7,99,90
90:0,90:0:4,98,1,8,96,90
90:0,90:0:4,99,2,8,96,90
90:0,90:0:4,97,4,8,102,90
90:0,90:0:4,98,3,8,99,90
90:0,90:0:4,102,3,8,105,90
90:0,90:0:4,100,1,7,103,90
90:0,90:0:4,104,3,7,104,90
90:0,90:0:4,103,6,7,103,90
90:0,90:0:4,104,1,8,106,90
90:0,90:0:5,95,3,7,95,90
90:0,90:0:5,98,2,8,97,90
90:0,90:0:5,98,4,8,103,90
90:0,90:0:5,100,5,8,104,90
90:0,90:0:5,102,3,7,105,90
90:0,90:0:5,102,6,7,101,90
90:0,90:0:5,104,1,7,103,90
90:0,90:0:5,102,0,7,103,90
90:0,90:0:5,106,3,8,106,90
90:0,90:0:5,104,1,7,104,90
90:0,90:0:6,99,1,7,99,90
90:0,90:0:6,99,3,8,97,90
90:0,90:0:6,99,0,7,102,90
90:0,90:0:6,100,5,8,100,90
90:0,90:0:6,100,4,8,105,90
90:0,90:0:6,103,0,8,106,90
90:0,90:0:6,102,3,7,108,90
90:0,90:0:6,105,2,7,104,90
90:0,90:0:6,106,6,7,110,90
90:0,90:0:6,105,5,8,110,90
90:0,90:0:7,100,2,8,101,90
90:0,90:0:7,98,3,8,98,90
90:0,90:0:7,101,4,8,102,90
90:0,90:0:7,103,3,7,105,90
90:0,90:0:7,101,1,8,102,90
90:0,90:0:7,104,4,7,103,90
90:0,90:0:7,106,0,8,109,90
90:0,90:0:7,105,2,7,107,90
90:0,90:0:7,105,4,8,110,90
90:0,90:0:7,108,6,8,106,90
90:1,90:1:0,90,1,8,90,90
90:1,90:1:0,92,1,7,94,90
90:1,90:1:0,92,3,8,97,90
90:1,90:1:0,94,0,8,99,90
90:1,90:1:0,95,3,8,98,90
90:1,90:1:0,96,1,7,100,90
90:1,90:1:0,99,5,8,97,90
90:1,90:1:0,97,4,8,102,90
90:1,90:1:0,99,5,7,103,90
90:1,90:1:0,99,3,7,105,90
90:1,90:1:1,91,0,8,92,90
90:1,90:1:1,92,1,7,92,90
90:1,90:1:1,96,5,8,97,90
90:1,90:1:1,97,4,8,97,90
90:1,90:1:1,95,6,8,98,90
90:1,90:1:1,97,5,7,97,90
90:1,90:1:1,99,2,8,103,90
90:1,90:1:1,98,3,8,98,90
90:1,90:1:1,101,1,7,100,90
90:1,90:1:1,101,5,8,106,90
90:1,90:1:2,93,4,8,97,90
90:1,90:1:2,93,1,8,99,90
90:1,90:1:2,96,5,7,96,90
90:1,90:1:2,98,0,8,96,90
90:1,90:1:2,97,6,7,97,90
90:1,90:1:2,100,3,8,97,90
90:1,90:1:2,99,5,8,102,90
90:1,90:1:2,101,4,7,100,90
90:1,90:1:2,103,6,7,105,90
90:1,90:1:2,104,4,8,104,90
90:1,90:1:3,94,3,7,93,90
90:1,90:1:3,96,1,7,99,90
90:1,90:1:3,95,4,8,101,90
90:1,90:1:3,98,2,8,98,90
90:1,90:1:3,98,3,7,103,90
90:1,90:1:3,101,4,8,99,90
90:1,90:1:3,101,1,7,103,90
90:1,90:1:3,101,6,7,101,90
90:1,90:1:3,104,2,8,106,90
90:1,90:1:3,105,1,8,103,90
90:1,90:1:4,94,0,7,97,90
90:1,90:1:4,97,3,7,99,90
